mode,team,strategy_id,strategy_name,event_id,event_name,appearances,full_rate,partial_rate,contained_rate,error_rate,blatant_rate,major_rate
standard,balanced+balanced,risk_isolation,风险隔离,E06,有机溶剂附近存在火源,928,0.2996,0.2047,0.3836,0.1121,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E07,地面少量液体洒漏,632,0.2184,0.3892,0.2025,0.1899,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E08,玻璃器皿出现裂纹,1648,0.264,0.412,0.1626,0.1614,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E09,气瓶未固定,591,0.2589,0.4721,0.1269,0.1421,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E10,通风橱内堆放过多物品,792,0.2449,0.3573,0.279,0.1187,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E11,废液混放产生异常气味,920,0.175,0.4043,0.2478,0.1728,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E12,加热装置无人值守,1176,0.3121,0.2389,0.3614,0.0876,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E13,皮肤接触腐蚀性液体,1297,0.2375,0.4325,0.0,0.0,0.33,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E14,容器内压力异常升高,1235,0.3466,0.1741,0.383,0.0964,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E15,实验台出现小型明火,789,0.3878,0.2687,0.0,0.0,0.3435,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E16,刺激性气味明显增强,1780,0.3831,0.25,0.3202,0.0466,0.0,0.0
