mode,team,strategy_id,strategy_name,event_id,event_name,appearances,full_rate,partial_rate,contained_rate,error_rate,blatant_rate,major_rate
standard,balanced+balanced,standards_first,规范先行,E13,皮肤接触腐蚀性液体,2959,0.2403,0.4552,0.0,0.0,0.3045,0.0
standard,balanced+balanced,standards_first,规范先行,E14,容器内压力异常升高,1016,0.3455,0.187,0.3848,0.0827,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E15,实验台出现小型明火,1817,0.4403,0.2449,0.0,0.0,0.3148,0.0
standard,balanced+balanced,standards_first,规范先行,E16,刺激性气味明显增强,3785,0.3646,0.2262,0.359,0.0502,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E17,危化品领用记录与实物不一致,3493,0.3785,0.1752,0.3559,0.0905,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E18,实验结束后设备未断电且记录缺失,1942,0.2966,0.1426,0.4624,0.0984,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E19,装置软管连接松动并有渗漏,2224,0.2608,0.4168,0.2136,0.1088,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E20,离心样品配平异常,1120,0.3429,0.2036,0.35,0.1036,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E21,旋蒸装置夹具松动或收集瓶偏斜,1025,0.4312,0.2156,0.3005,0.0527,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E22,通风橱前窗开启过高导致气流失效,3125,0.3792,0.2333,0.3072,0.0803,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E23,未知粉末散落并引发刺激性不适,3099,0.2081,0.3856,0.2304,0.1759,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E24,钢瓶减压阀异常结霜并伴异响,2801,0.382,0.1878,0.3488,0.0814,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E01,未佩戴护目镜,2237,0.2012,0.4497,0.1524,0.1967,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E02,试剂瓶标签模糊,3015,0.1665,0.394,0.198,0.2415,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E03,实验台杂乱,3172,0.1838,0.4281,0.1832,0.2049,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E04,废液桶未及时封口,2238,0.34,0.3146,0.2015,0.1439,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E05,挥发性溶剂在开放环境中转移,3194,0.2567,0.3766,0.181,0.1857,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E06,有机溶剂附近存在火源,2227,0.2968,0.1832,0.4091,0.1109,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E07,地面少量液体洒漏,1390,0.2288,0.3626,0.2194,0.1892,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E08,玻璃器皿出现裂纹,4508,0.2509,0.3569,0.203,0.1892,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E09,气瓶未固定,1387,0.2841,0.4196,0.155,0.1413,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E10,通风橱内堆放过多物品,2073,0.2426,0.3608,0.2687,0.1278,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E11,废液混放产生异常气味,2166,0.2054,0.3846,0.217,0.193,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E12,加热装置无人值守,1993,0.3307,0.2153,0.3638,0.0903,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E13,皮肤接触腐蚀性液体,2969,0.2459,0.4651,0.0,0.0,0.289,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E14,容器内压力异常升高,1040,0.3596,0.1865,0.3817,0.0721,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E15,实验台出现小型明火,1865,0.4493,0.2257,0.0,0.0,0.3249,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E16,刺激性气味明显增强,4044,0.3704,0.2161,0.3635,0.05,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E17,危化品领用记录与实物不一致,3655,0.3743,0.1912,0.3436,0.0908,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E18,实验结束后设备未断电且记录缺失,2031,0.289,0.1359,0.4712,0.1039,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E19,装置软管连接松动并有渗漏,2256,0.2748,0.4198,0.1986,0.1068,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E20,离心样品配平异常,1050,0.3848,0.2114,0.3,0.1038,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E21,旋蒸装置夹具松动或收集瓶偏斜,1117,0.4575,0.1925,0.2927,0.0573,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E22,通风橱前窗开启过高导致气流失效,3182,0.3906,0.2436,0.2948,0.071,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E23,未知粉末散落并引发刺激性不适,3179,0.2057,0.3929,0.2328,0.1686,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E24,钢瓶减压阀异常结霜并伴异响,2941,0.375,0.188,0.357,0.0799,0.0,0.0
